CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
172818155,12/18/2017,22:00:00,12/18/2017,22:45:00,6,12/20/2017,109,GRAND LARCENY,416.0,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED",COMPLETED,FELONY,MANHATTAN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,(null),(null),(null),"984,037","205,507",UNKNOWN,WHITE,M,,40.730748,-74.000768,"(40.730748, -74.000768)",PATROL BORO MAN SOUTH,(null),UNKNOWN,UNKNOWN,D
184340180,06/20/2018,21:00:00,06/21/2018,09:35:00,44,06/21/2018,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,007,960","240,954",UNKNOWN,UNKNOWN,U,,40.828008,-73.914323,"(40.828008, -73.914323)",PATROL BORO BRONX,(null),25-44,BLACK HISPANIC,M
161666396,02/05/2017,18:20:00,02/05/2017,18:45:00,79,02/05/2017,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"998,396","192,222",25-44,BLACK,M,,40.694271,-73.948987,"(40.694271, -73.948987)",PATROL BORO BKLYN NORTH,(null),45-64,BLACK,F
185062560,07/11/2018,22:10:00,07/11/2018,22:15:00,77,07/11/2018,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,DRUG STORE,N.Y. POLICE DEPT,0,(null),(null),(null),"999,947","183,840",UNKNOWN,BLACK,M,,40.671261,-73.943413,"(40.671261, -73.943413)",PATROL BORO BKLYN NORTH,(null),UNKNOWN,UNKNOWN,D
185947180,08/02/2018,16:30:00,08/02/2018,17:00:00,110,08/02/2018,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,CLOTHING/BOUTIQUE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,019,946","206,619",UNKNOWN,UNKNOWN,F,,40.733729,-73.871197,"(40.733729, -73.871197)",PATROL BORO QUEENS NORTH,(null),UNKNOWN,UNKNOWN,D
183332081,05/30/2018,12:30:00,,(null),18,05/30/2018,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"988,599","218,831",45-64,UNKNOWN,M,,40.767316,-73.984297,"(40.767316, -73.984297)",PATROL BORO MAN SOUTH,(null),65+,WHITE,F
165951687,06/13/2017,04:55:00,,(null),43,06/13/2017,107,BURGLARY,223.0,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,019,071","240,910",45-64,UNKNOWN,M,,40.827851,-73.874178,"(40.827851, -73.874178)",PATROL BORO BRONX,(null),25-44,WHITE HISPANIC,F
167855079,08/05/2017,20:05:00,08/05/2017,20:10:00,44,08/05/2017,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,008,198","245,056",18-24,UNKNOWN,M,,40.839265,-73.913449,"(40.839265, -73.913449)",PATROL BORO BRONX,(null),45-64,WHITE HISPANIC,M
174925869,02/18/2018,04:21:00,02/18/2018,05:02:00,72,02/18/2018,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,CHECK CASHING BUSINESS,N.Y. POLICE DEPT,0,(null),(null),(null),"980,355","174,292",25-44,WHITE HISPANIC,M,,40.64507,-74.014033,"(40.64507, -74.014033)",PATROL BORO BKLYN SOUTH,(null),18-24,BLACK,F
171402784,11/09/2017,15:50:00,11/09/2017,15:52:00,44,11/09/2017,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,(null),PARK/PLAYGROUND,N.Y. POLICE DEPT,0,FRANZ SIGEL PARK,(null),(null),"1,004,805","238,462",45-64,WHITE HISPANIC,M,,40.82117476,-73.92573438,"(40.82117476, -73.92573438)",PATROL BORO BRONX,(null),UNKNOWN,UNKNOWN,E
166946806,07/11/2017,06:00:00,07/11/2017,06:15:00,113,07/11/2017,121,CRIMINAL MISCHIEF & RELATED OF,267.0,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,QUEENS,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,051,170","192,372",25-44,BLACK,M,,40.69444042,-73.75867605,"(40.69444042, -73.75867605)",PATROL BORO QUEENS SOUTH,(null),45-64,BLACK,M
173969326,01/24/2018,01:00:00,01/24/2018,08:00:00,75,01/24/2018,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,015,271","185,965",(null),(null),(null),,40.677055,-73.88816,"(40.677055, -73.88816)",PATROL BORO BKLYN NORTH,(null),25-44,UNKNOWN,M
161917400,02/14/2017,13:50:00,02/14/2017,14:32:00,19,02/14/2017,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"996,368","220,432",45-64,BLACK,F,,40.771704,-73.956247,"(40.771704, -73.956247)",PATROL BORO MAN NORTH,(null),45-64,WHITE,F
173779538,01/18/2018,20:00:00,01/18/2018,20:15:00,113,01/18/2018,105,ROBBERY,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,041,330","187,900",<18,BLACK,U,,40.682235,-73.794195,"(40.682235, -73.794195)",PATROL BORO QUEENS SOUTH,(null),<18,BLACK,M
186283359,08/10/2018,19:30:00,08/10/2018,19:40:00,102,08/10/2018,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,025,253","187,418",<18,BLACK,M,,40.681001,-73.852166,"(40.681001, -73.852166)",PATROL BORO QUEENS SOUTH,(null),25-44,BLACK,F
191759415,01/01/2019,18:00:00,01/02/2019,07:30:00,73,01/02/2019,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,008,873","187,119",(null),(null),(null),,40.6802409,-73.91122462,"(40.6802409, -73.91122462)",PATROL BORO BKLYN NORTH,(null),45-64,BLACK,F
166992953,07/12/2017,23:10:00,,(null),42,07/12/2017,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),776,"1,010,069","244,367",25-44,BLACK HISPANIC,M,,40.837369,-73.906691,"(40.837369, -73.906691)",PATROL BORO BRONX,(null),UNKNOWN,UNKNOWN,E
176243564,03/23/2018,19:30:00,03/23/2018,19:38:00,43,03/23/2018,106,FELONY ASSAULT,105.0,STRANGULATION 1ST,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,020,517","242,653",45-64,WHITE HISPANIC,M,,40.832627,-73.868942,"(40.832627, -73.868942)",PATROL BORO BRONX,(null),25-44,WHITE HISPANIC,F
190758078,11/29/2018,18:00:00,11/29/2018,18:30:00,41,12/04/2018,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,012,550","236,625",25-44,WHITE HISPANIC,F,,40.816114,-73.897756,"(40.816114, -73.897756)",PATROL BORO BRONX,(null),65+,WHITE HISPANIC,F
171195231,11/03/2017,19:00:00,11/03/2017,19:07:00,23,11/03/2017,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),619,"1,000,644","225,855",18-24,WHITE HISPANIC,M,,40.786582,-73.940798,"(40.786582, -73.940798)",PATROL BORO MAN NORTH,(null),UNKNOWN,UNKNOWN,E
163239458,03/28/2017,12:30:00,03/28/2017,14:30:00,43,03/28/2017,107,BURGLARY,221.0,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,024,343","241,392",(null),(null),(null),,40.829152,-73.855125,"(40.829152, -73.855125)",PATROL BORO BRONX,(null),25-44,AMERICAN INDIAN/ALASKAN NATIVE,M
159896845,01/03/2017,16:50:00,01/03/2017,16:56:00,45,01/03/2017,352,CRIMINAL TRESPASS,205.0,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),5397,"1,025,661","243,552",<18,ASIAN / PACIFIC ISLANDER,M,,40.835075,-73.85035,"(40.835075, -73.85035)",PATROL BORO BRONX,(null),UNKNOWN,UNKNOWN,E
167815574,08/06/2017,01:00:00,08/06/2017,01:30:00,75,08/06/2017,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,014,946","181,023",25-44,WHITE HISPANIC,M,,40.663492,-73.889355,"(40.663492, -73.889355)",PATROL BORO BKLYN NORTH,(null),65+,BLACK,F
162196019,02/23/2017,12:45:00,02/23/2017,14:00:00,107,02/23/2017,344,ASSAULT 3 & RELATED OFFENSES,113.0,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,034,004","202,806",25-44,WHITE,M,,40.723195,-73.820501,"(40.723195, -73.820501)",PATROL BORO QUEENS SOUTH,(null),25-44,WHITE,F
170492130,10/14/2017,09:40:00,10/14/2017,09:45:00,110,10/14/2017,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,016,300","208,204",UNKNOWN,UNKNOWN,M,,40.738091,-73.884345,"(40.738091, -73.884345)",PATROL BORO QUEENS NORTH,(null),25-44,BLACK,F
164636510,05/10/2017,08:50:00,05/10/2017,10:20:00,73,05/10/2017,106,FELONY ASSAULT,105.0,STRANGULATION 1ST,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),415,"1,010,721","182,073",18-24,BLACK,M,,40.666387,-73.90458,"(40.666387, -73.90458)",PATROL BORO BKLYN NORTH,(null),18-24,BLACK HISPANIC,F
176009275,03/18/2018,07:25:00,03/18/2018,07:30:00,14,03/18/2018,232,POSSESSION OF STOLEN PROPERTY,490.0,"STOLEN PROPERTY 3,POSSESSION",COMPLETED,MISDEMEANOR,MANHATTAN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"987,278","215,516",45-64,BLACK,M,,40.75822,-73.98907,"(40.75822, -73.98907)",PATROL BORO MAN SOUTH,(null),25-44,WHITE HISPANIC,M
162349504,01/27/2017,12:00:00,02/28/2017,15:54:00,115,02/28/2017,353,UNAUTHORIZED USE OF A VEHICLE,462.0,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,OTHER,N.Y. POLICE DEPT,0,(null),(null),(null),"1,017,100","218,938",UNKNOWN,UNKNOWN,M,,40.767551,-73.881405,"(40.767551, -73.881405)",PATROL BORO QUEENS NORTH,(null),UNKNOWN,UNKNOWN,D
185940565,08/02/2018,18:30:00,08/02/2018,19:22:00,18,08/02/2018,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"991,421","216,650",18-24,UNKNOWN,M,,40.761328,-73.974112,"(40.761328, -73.974112)",PATROL BORO MAN SOUTH,(null),45-64,UNKNOWN,M
188931870,10/16/2018,23:00:00,10/16/2018,23:30:00,47,10/17/2018,105,ROBBERY,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,028,739","255,110",25-44,BLACK,M,,40.866782,-73.839147,"(40.866782, -73.839147)",PATROL BORO BRONX,(null),18-24,WHITE HISPANIC,F
186862608,08/25/2018,17:15:00,08/25/2018,17:25:00,44,08/25/2018,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,005,495","241,185",25-44,BLACK,F,,40.828648,-73.92323,"(40.828648, -73.92323)",PATROL BORO BRONX,(null),45-64,UNKNOWN,M
162244704,02/24/2017,16:50:00,02/24/2017,16:55:00,79,02/24/2017,106,FELONY ASSAULT,106.0,ASSAULT POLICE/PEACE OFFICER,COMPLETED,FELONY,BROOKLYN,INSIDE,HOSPITAL,N.Y. POLICE DEPT,0,(null),(null),(null),"1,000,459","194,494",(null),(null),(null),,40.700503,-73.94154,"(40.700503, -73.94154)",PATROL BORO BKLYN NORTH,(null),UNKNOWN,UNKNOWN,E
171437931,11/06/2017,21:00:00,11/10/2017,08:30:00,50,11/10/2017,107,BURGLARY,223.0,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,012,854","269,711",(null),(null),(null),,40.906923,-73.896519,"(40.906923, -73.896519)",PATROL BORO BRONX,(null),25-44,WHITE HISPANIC,F
172173823,11/30/2017,18:00:00,11/30/2017,18:30:00,13,12/01/2017,341,PETIT LARCENY,301.0,"LARCENY,PETIT BY ACQUIRING LOS",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0,(null),(null),(null),"986,440","210,290",(null),(null),(null),,40.743876,-73.992096,"(40.743876, -73.992096)",PATROL BORO MAN SOUTH,(null),45-64,WHITE,M
182637093,05/12/2018,09:00:00,05/12/2018,09:30:00,109,05/12/2018,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,FOOD SUPERMARKET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,031,888","214,325",45-64,WHITE HISPANIC,M,,40.754821,-73.828053,"(40.754821, -73.828053)",PATROL BORO QUEENS NORTH,(null),UNKNOWN,UNKNOWN,D
178274277,04/17/2018,18:36:00,04/17/2018,20:01:00,44,04/17/2018,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,REAR OF,PARKING LOT/GARAGE (PRIVATE),N.Y. POLICE DEPT,0,(null),(null),(null),"1,004,119","243,505",25-44,WHITE HISPANIC,F,,40.835019,-73.928198,"(40.835019, -73.928198)",PATROL BORO BRONX,(null),25-44,WHITE HISPANIC,M
170410782,10/15/2017,01:30:00,10/15/2017,01:35:00,71,10/15/2017,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,(null),PARKING LOT/GARAGE (PUBLIC),N.Y. POLICE DEPT,0,(null),(null),(null),"997,843","181,442",(null),(null),(null),,40.66468262,-73.95100345,"(40.66468262, -73.95100345)",PATROL BORO BKLYN SOUTH,(null),UNKNOWN,UNKNOWN,E
172593273,12/12/2017,02:00:00,12/12/2017,07:00:00,106,12/12/2017,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,030,727","188,606",(null),(null),(null),,40.684237,-73.832419,"(40.684237, -73.832419)",PATROL BORO QUEENS SOUTH,(null),45-64,ASIAN / PACIFIC ISLANDER,F
165672905,06/08/2017,09:00:00,06/09/2017,03:40:00,105,06/09/2017,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,053,110","186,855",(null),(null),(null),,40.679283,-73.751735,"(40.679283, -73.751735)",PATROL BORO QUEENS SOUTH,(null),25-44,BLACK,F
184792124,05/15/2018,12:00:00,06/01/2018,12:00:00,78,06/05/2018,341,PETIT LARCENY,343.0,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"988,734","181,258",(null),(null),(null),,40.664188,-73.983837,"(40.664188, -73.983837)",PATROL BORO BKLYN SOUTH,(null),25-44,WHITE,M
172855787,12/21/2017,14:14:00,12/21/2017,14:20:00,28,12/21/2017,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,(null),(null),(null),"997,786","231,697",25-44,BLACK,M,,40.802621,-73.951104,"(40.802621, -73.951104)",PATROL BORO MAN NORTH,(null),25-44,BLACK,M
173540056,01/12/2018,13:10:00,01/12/2018,13:15:00,46,01/12/2018,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,012,241","249,729",18-24,BLACK HISPANIC,M,,40.852081,-73.898819,"(40.852081, -73.898819)",PATROL BORO BRONX,(null),UNKNOWN,UNKNOWN,E
170004542,06/03/2017,09:00:00,09/03/2017,09:00:00,61,10/03/2017,340,FRAUDS,718.0,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"995,544","155,522",(null),(null),(null),,40.593542,-73.95933,"(40.593542, -73.95933)",PATROL BORO BKLYN SOUTH,(null),25-44,WHITE,M
183655159,09/24/2017,18:30:00,09/24/2017,23:00:00,90,06/08/2018,344,ASSAULT 3 & RELATED OFFENSES,113.0,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,HOTEL/MOTEL,N.Y. POLICE DEPT,0,(null),(null),(null),"1,000,846","197,758",18-24,WHITE HISPANIC,M,,40.709462,-73.940137,"(40.709462, -73.940137)",PATROL BORO BKLYN NORTH,(null),18-24,WHITE HISPANIC,F
171407580,11/14/2017,05:20:00,,(null),52,11/14/2017,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,010,624","252,887",(null),(null),(null),,40.860754,-73.90465,"(40.860754, -73.90465)",PATROL BORO BRONX,(null),25-44,WHITE HISPANIC,M
187845916,09/20/2018,13:20:00,09/20/2018,13:28:00,40,09/20/2018,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),833,"1,005,674","234,940",UNKNOWN,WHITE HISPANIC,F,,40.811507,-73.922606,"(40.811507, -73.922606)",PATROL BORO BRONX,(null),18-24,WHITE HISPANIC,F
169431325,09/16/2017,20:30:00,09/16/2017,20:37:00,14,09/16/2017,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0,(null),(null),(null),"988,063","215,081",(null),(null),(null),,40.757025,-73.986236,"(40.757025, -73.986236)",PATROL BORO MAN SOUTH,(null),18-24,WHITE,F
174494217,02/07/2018,05:15:00,02/07/2018,05:17:00,60,02/07/2018,105,ROBBERY,377.0,"ROBBERY,BODEGA/CONVENIENCE STORE",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,(null),(null),(null),"983,502","149,473",18-24,BLACK,M,,40.576947,-74.002691,"(40.576947, -74.002691)",PATROL BORO BKLYN SOUTH,(null),45-64,UNKNOWN,M
163951025,04/19/2017,22:50:00,04/19/2017,23:00:00,114,04/19/2017,105,ROBBERY,399.0,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,QUEENS,INSIDE,CANDY STORE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,008,611","222,397",UNKNOWN,BLACK,M,,40.777072,-73.912038,"(40.777072, -73.912038)",PATROL BORO QUEENS NORTH,(null),25-44,ASIAN / PACIFIC ISLANDER,M
170388058,10/14/2017,00:58:00,,(null),75,10/14/2017,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,020,677","187,545",25-44,UNKNOWN,M,,40.68137,-73.868661,"(40.68137, -73.868661)",PATROL BORO BKLYN NORTH,(null),25-44,AMERICAN INDIAN/ALASKAN NATIVE,F
184156117,06/18/2018,08:10:00,06/18/2018,08:30:00,13,06/19/2018,109,GRAND LARCENY,406.0,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),"987,803","206,435",UNKNOWN,BLACK,M,4.0,40.73329229,-73.98717987,"(40.73329229, -73.98717987)",PATROL BORO MAN SOUTH,3 AVENUE,25-44,UNKNOWN,F
171488103,11/12/2017,07:05:00,11/12/2017,07:07:00,19,11/12/2017,105,ROBBERY,396.0,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,MANHATTAN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,(null),(null),(null),"996,767","221,152",25-44,WHITE HISPANIC,M,,40.773679,-73.954806,"(40.773679, -73.954806)",PATROL BORO MAN NORTH,(null),UNKNOWN,UNKNOWN,D
170909884,10/26/2017,18:45:00,10/26/2017,18:45:00,43,10/26/2017,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,019,475","238,497",25-44,BLACK,M,,40.821226,-73.87273,"(40.821226, -73.87273)",PATROL BORO BRONX,(null),25-44,BLACK,F
184175717,06/20/2018,11:30:00,06/20/2018,11:40:00,5,06/20/2018,341,PETIT LARCENY,301.0,"LARCENY,PETIT BY ACQUIRING LOS",COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),"985,145","203,571",(null),(null),(null),4.0,40.72543198,-73.99677099,"(40.72543198, -73.99677099)",PATROL BORO MAN SOUTH,BROADWAY/LAFAYETTE,45-64,ASIAN / PACIFIC ISLANDER,F
171524326,11/11/2017,13:30:00,11/11/2017,13:44:00,1,11/11/2017,341,PETIT LARCENY,313.0,"LARCENY,PETIT BY FALSE PROMISE",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CLOTHING/BOUTIQUE,N.Y. POLICE DEPT,0,(null),(null),(null),"983,731","204,170",UNKNOWN,BLACK,M,,40.727078,-74.00187,"(40.727078, -74.00187)",PATROL BORO MAN SOUTH,(null),UNKNOWN,UNKNOWN,D
188083989,09/27/2018,10:00:00,09/27/2018,10:15:00,7,09/27/2018,341,PETIT LARCENY,339.0,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"986,415","199,766",(null),(null),(null),,40.71499,-73.99219,"(40.71499, -73.99219)",PATROL BORO MAN SOUTH,(null),25-44,BLACK,M
177869172,04/06/2018,12:10:00,04/06/2018,12:11:00,71,04/06/2018,359,OFFENSES AGAINST PUBLIC ADMINI,748.0,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,GYM/FITNESS FACILITY,N.Y. POLICE DEPT,0,(null),(null),(null),"994,817","180,605",18-24,BLACK,M,,40.66239,-73.961909,"(40.66239, -73.961909)",PATROL BORO BKLYN SOUTH,(null),18-24,BLACK,F
185175951,07/12/2018,14:34:00,,(null),109,07/12/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,CHURCH,N.Y. POLICE DEPT,0,(null),(null),(null),"1,027,359","222,618",(null),(null),(null),,40.777608,-73.844347,"(40.777608, -73.844347)",PATROL BORO QUEENS NORTH,(null),UNKNOWN,UNKNOWN,D
175721019,03/10/2018,02:15:00,,(null),52,03/10/2018,232,POSSESSION OF STOLEN PROPERTY,490.0,"STOLEN PROPERTY 3,POSSESSION",COMPLETED,MISDEMEANOR,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,011,613","255,632",18-24,WHITE HISPANIC,M,,40.86828288,-73.9010669,"(40.86828288, -73.9010669)",PATROL BORO BRONX,(null),UNKNOWN,UNKNOWN,E
